"","gmean","variance","residual_variance"
"USP4",0.185165851895067,0.35925751675528,1.03434732112401
"RHOA",2.11491537729642,19.6518092225725,0.860476299383608
"TCTA",0.0884519558451309,0.158453610934907,0.88597538670647
"AMT",0.0656362165751165,0.109533202493813,0.934141581625031
"NICN1",0.0891580143339539,0.146525366605137,1.06329934731779
"DAG1",0.425412749757941,1.34164921519048,0.92196012566482
"BSN",0.019147173084388,0.0288024873577658,0.408960547087991
"APEH",0.48528392600126,1.53702837049348,0.853695780153949
"MST1",0.137359335897076,0.290806351302873,0.679098776353291
"RNF123",0.0432299151537705,0.0732879243232821,0.568275562372494
"AMIGO3",0.0146596441104421,0.0227458837481343,0.342894834238662
"GMPPB",0.152542323400659,0.302234740665065,0.797530273776668
"IP6K1",0.170100236973441,0.326403638679338,1.04154976070641
"INKA1",0.0154323421502043,0.022706160174552,0.482186431252099
"UBA7",0.21548533012739,0.50769375276462,0.938948820495944
"TRAIP",0.0144725721888603,0.0214002476930328,0.364706069034303
"MST1R",0.226544712887355,0.562090221338926,0.937929023648809
"MON1A",0.0918804605267249,0.166340395439899,0.855446342629406
"RBM6",0.240519250330706,0.471809710841347,1.14576695050445
"RBM5",0.354533778539175,0.804431330147991,1.23181227228876
"SEMA3F",0.186004260995601,0.304749739417496,1.31848535357724
"SLC38A3",0.0039747868600768,0.00678942078478057,0.167433714086675
"GNAI2",1.13817656773896,5.63717480979228,1.03570985450653
"U73166.1",0.00410613949348293,0.00587950267741024,0.145667883161961
"SEMA3B-AS1",0.00315707487274586,0.00452890117561088,0.112989374347025
"SEMA3B",0.0673489106007066,0.128111007526376,0.961961562461855
"IFRD2",0.221891614467737,0.599259072595245,0.850092465591265
"HYAL3",0.0115987018286754,0.017460165738335,0.323591636442808
"NAA80",0.0319986076650685,0.0519451930544988,0.64442442565466
"HYAL1",0.208682470957248,0.477408251993109,0.953208083250768
"HYAL2",0.294537729955841,0.886878848479804,1.11888561266584
"TUSC2",0.269881009190889,0.712890837550862,0.830143553176113
"RASSF1",0.172308673374579,0.327069422324071,1.14563822289129
"RASSF1-AS1",0.00473934801541631,0.00677783474248573,0.168288467897132
"ZMYND10",0.0123618187004444,0.0346493008444156,0.72349793893871
"NPRL2",0.206769019731757,0.431174977789973,1.06755337296131
"CYB561D2",0.361095907205021,0.969433123915621,0.78162923958118
"TMEM115",0.188094595402047,0.367459193338358,0.929847035590656
"CACNA2D2",0.461374263469947,1.94164772555646,1.0487960926144
"CYB561D2.1",0.0063241168672441,0.00901642362874017,0.221855442292752
"C3orf18",0.0461128193980838,0.0737211595476644,0.679278961574221
"HEMK1",0.170734439373605,0.34504392558285,0.94562572368046
"CISH",0.393056498674384,1.75446362624089,0.920103944937382
"MAPKAPK3",0.408198403461547,1.43051788367697,0.896528526037059
"LINC02019",0.00473934801541631,0.00677783474248573,0.167715993929974
"DOCK3",0.014339863465515,0.0223101658004031,0.382540451246524
"MANF",0.972456026786826,7.36529425857808,0.765046106491066
"RBM15B",0.375120191619884,0.905543962616798,1.24834794764866
"DCAF1",0.0767853831498362,0.152606797448257,0.812597697727458
"RAD54L2",0.0755371665423015,0.133623067148149,0.891703486570997
"TEX264",0.329170589932772,0.952338332296795,0.916572046091034
"GRM2",0.00157729350896618,0.00226962292811564,0.0570243345600406
"RRP9",0.0681105557960249,0.120831662667413,0.767067944318406
"PARP3",0.142953360916587,0.277706261552421,0.725446797505272
"PCBP4",0.120365349801561,0.198791658546093,0.967292503429718
"ABHD14B",0.461998495490299,1.10400624653194,1.06609562753687
"ABHD14A",0.323688659170433,0.873406350227027,0.859129702137779
"ACY1",0.144184360731708,0.318630645661172,0.823568099977358
"RPL29",5.16287024572188,147.017846229219,0.693015089705096
"DUSP7",0.165426962511316,0.311129924636933,1.13516253525682
"POC1A",0.0331654424388135,0.0513605117058336,0.637792597938446
"ALAS1",0.596735413428395,2.80277742261044,0.795395160064788
"TLR9",0.00415992295714474,0.00814871181830106,0.195892146678294
"TWF2",0.260787116699478,0.706429550035354,0.878050317887605
"AC006252.1",0.00189305062785561,0.00272230615206432,0.0677474260806318
"PPM1M",0.0594996295114696,0.105953115424705,0.733023592703481
"WDR82",0.43472180105104,1.02958951065937,1.0881328371816
"GLYCTK",0.0239772662165627,0.0383547654426427,0.56871407425511
"DNAH1",0.0154323421502043,0.022706160174552,0.404537431722502
"BAP1",0.292486936400699,0.643487547694153,1.127206836825
"PHF7",0.0201113655817806,0.0300897794141683,0.439001091145031
"SEMA3G",0.0206758048516211,0.0404162533966759,0.76651983497282
"TNNC1",0.0755432424493956,0.137616113867624,1.14903215618737
"NISCH",0.357707827655018,0.837651409917893,0.972140469809599
"STAB1",0.160888392283867,0.359588132747908,2.22263274722992
"NT5DC2",0.505769305813775,1.57719345504471,0.904203196998878
"SMIM4",0.235938981423595,0.680723018693667,0.792637180195603
"PBRM1",0.272563975949913,0.592689786614063,0.943084330222614
"GNL3",0.310238049705825,0.749707969666086,1.11056622316244
"GLT8D1",0.172979100006243,0.347263894043988,0.83227776039543
"SPCS1",0.44119643466162,2.51441696759342,0.957525278513005
"NEK4",0.0910770971415484,0.155577789722436,0.766128888851515
"ITIH3",0.00568990958961923,0.00812222943591284,0.206002956190602
"ITIH4",0.0197898667695664,0.0296610958492589,0.588840476059379
"MUSTN1",0.0414507709836267,0.0690784668852289,1.13579495721493
"STIMATE",0.0558519757507241,0.103626389859565,0.937177535233984
"SFMBT1",0.0349059050932161,0.0578677296032897,0.764838196307428
"RFT1",0.0610259598982228,0.101242147870175,0.641202752080465
"PRKCD",0.27825043543115,0.753468054177983,0.831573308505305
"TKT",1.5433238771255,7.7754914654316,1.02564072488318
"DCP1A",0.0933959656827608,0.14532538365317,1.03979903388106
"CACNA1D",0.039180001235112,0.0577833170094272,0.888232010089764
"CHDH",0.0485607536188033,0.0849170004895101,0.691480351222783
"IL17RB",0.0110153210365205,0.0188401461330963,0.34305082662
"AC012467.2",0.00746192263994328,0.0117097646750674,0.24930074126255
"ACTR8",0.0531168478127317,0.0872168298850375,0.638993458698233
"SELENOK",0.379520559441179,0.95165682473752,1.04644135905256
"CACNA2D3",0.0028409193833383,0.00407787310056147,0.10089447028096
"WNT5A",0.0488351434300687,0.0830971642747695,1.05651082749956
"ERC2",0.00220890729229084,0.00317457558878819,0.0791737826768766
"CCDC66",0.0451240507538735,0.075662649206501,0.977071000841972
"TASOR",0.180163803552645,0.343022988776851,1.12206302721323
"ARHGEF3",0.0692290173181735,0.110459258302951,0.781728521984112
"SPATA12",0.0028409193833383,0.00407787310056147,0.101024874382204
"AC097358.2",0.00157729350896618,0.00226962292811564,0.0566412180361579
"IL17RD",0.00555834977455705,0.00903214754328318,0.204937104662796
"HESX1",0.00315707487274586,0.00452890117561088,0.112475103951472
"APPL1",0.216800074337234,0.421825041658027,1.1953583908667
"PDE12",0.111300538149966,0.189737166492669,0.903391714297555
"ARF4",0.592919023062618,3.78823776710483,0.837392140138312
"ARF4-AS1",0.0163144946513962,0.0271713381175412,0.454933286805194
"DENND6A",0.131818352014573,0.237527522022791,1.21513647829744
"SLMAP",0.132431805369008,0.238715505145238,1.20050008513574
"FLNB",0.395752204144845,1.31169639934771,0.990887968528916
"DNASE1L3",0.00650968618812797,0.0103728181516869,0.255880210002903
"ABHD6",0.0202206500284907,0.0377427741371399,0.59239694866279
"RPP14",0.0618968418601593,0.110757185104819,0.825761821958105
"PXK",0.0483674313789633,0.0742561864293515,0.877684049941226
"PDHB",0.252886344259958,0.617580329548425,0.85421038934277
"AC135507.1",0.00537295585074538,0.00767451165866195,0.18858716299669
"KCTD6",0.0695088156486459,0.114825127311985,1.07492070781195
"ACOX2",0.0515396301883666,0.0852906503535189,0.602575898450093
"FAM107A",0.0720120473264263,0.12788880378665,2.32086918203676
"FAM3D",0.111162010190237,0.197026442245026,0.816046252840264
"C3orf67",0.00347333003328942,0.00497951546343549,0.124191231270701
"FHIT",0.0325696242817246,0.0559101022426853,0.580011812753971
"PTPRG",0.158322490815285,0.273933763423776,1.27364365978162
"PTPRG-AS1",0.00252486353365411,0.00362643123828724,0.0893307372180945
"C3orf14",0.100560058590655,0.227534560543484,0.584697868006719
"CADPS",0.00220890729229084,0.00317457558878819,0.0796556687096344
"SNTN",0.021319462521207,0.0381126999161254,0.573660342833081
"THOC7",0.303460136525141,0.891196304383544,0.918289201324746
"AC104162.2",0.00378968489639098,0.00542971596403527,0.135626972114855
"ATXN7",0.0874170259263847,0.150062006015639,0.851819953897315
"PSMD6-AS2",0.00302584639169012,0.00543881928298122,0.135965270087772
"PSMD6",0.208225724265503,0.493543057250355,1.0664601914376
"PSMD6-AS1",0.00189305062785561,0.00272230615206432,0.0678247755312281
"AC012557.2",0.00302584639169012,0.00543881928298122,0.136079974244102
"PRICKLE2",0.0717315941158501,0.123532038096562,0.9316590172685
"ADAMTS9",0.0258913932485749,0.0494252288553694,0.898236041559403
"ADAMTS9-AS1",0.0042912998123883,0.00723879371093073,0.17838386512102
"ADAMTS9-AS2",0.00473934801541631,0.00677783474248573,0.170415242070425
"MAGI1",0.18022083299555,0.318289271200701,1.29521522259538
"SLC25A26",0.0810653755419029,0.151530950663736,0.824311836128522
"LRIG1",0.25042559431356,0.903898744610946,0.882975994390577
"KBTBD8",0.0039747868600768,0.00678942078478057,0.156920881759385
"SUCLG2",0.624567073187479,3.01026399211152,0.926125550747282
"SUCLG2-AS1",0.00727617775604772,0.010354611513795,0.248072792263606
"EOGT",0.040682937849404,0.0607063099655274,0.842648020857981
"TMF1",0.202213011240813,0.394132745424443,1.1656678188519
"UBA3",0.185913240132034,0.368265250852298,1.02720192045057
"ARL6IP5",1.01014623492336,5.16463352313756,0.884395388877569
"LMOD3",0.00270973226031668,0.0049877912079318,0.12390111852168
"FRMD4B",0.12570934447315,0.233647025428467,1.14988844230097
"MITF",0.0533110458598462,0.0978495064139091,1.15260271594392
"FOXP1",0.43585463615952,0.79840327785687,1.65619894633301
"EIF4E3",0.138294127465273,0.277647089979272,1.09254813117343
"GPR27",0.0175967135078576,0.0289001411428224,0.461441477458155
"LINC00877",0.00410613949348293,0.00587950267741024,0.146187582021857
"RYBP",0.192553557867674,0.358140705035503,0.906736632697573
"SHQ1",0.0608931544173257,0.100332229762805,0.817661327483783
"GXYLT2",0.0196564624617424,0.0305710139566293,0.589816003864363
"PPP4R2",0.154216886408291,0.259039078479297,1.00707020828981
"PDZRN3",0.0281267896154636,0.0415823057962073,0.700079047445216
"LINC02018",0.00936909906513761,0.0143724854667582,0.28284078140443
"LINC00960",0.014979525569371,0.0231811879086407,0.378945488421656
"ZNF717",0.0407081362707911,0.0763578117441916,0.70340585468001
"ROBO2",0.0413456295280841,0.0775544843983597,1.15741319234975
"ROBO1",0.0386673610301429,0.0690015024614132,1.03570617775022
"GBE1",0.112563892077731,0.216444235343966,0.870968812282735
"VGLL3",0.0706099653554537,0.125543044009168,1.44025883830062
"CHMP2B",0.161503197296356,0.36483288582245,0.965808654869841
"CGGBP1",0.302877346201591,0.598728597373033,1.32596902655581
"ZNF654",0.0578561901041779,0.0925550988723883,0.718744335626876
"C3orf38",0.0375990651081171,0.0611200971903432,0.577685036924581
"EPHA3",0.0266726446496466,0.0493532298782513,0.979991144584924
"PROS1",0.119967879789418,0.255630299321266,1.18794406880798
"ARL13B",0.0266969769401271,0.0376666372877736,0.602328394963072
"STX19",0.0210764702802728,0.0313733473855475,0.398176145312243
"DHFR2",0.0126099889398568,0.0210352873607451,0.416239316473741
"NSUN3",0.0508206414568559,0.0823101409731696,0.751745059573941
"MTRNR2L12",0.137925946458753,0.210982243976396,2.005449101158
"ARL6",0.01013776817381,0.0143468306588196,0.331883598135116
"CRYBG3",0.0680786601136769,0.110276778136808,0.892709923288615
"RIOX2",0.0608931544173257,0.103435633948924,0.683185863728227
"CLDND1",0.11576544894655,0.214608261427458,0.941998297721091
"CPOX",0.0801587209639341,0.137622734463221,0.797293562775061
"ST3GAL6-AS1",0.00252486353365411,0.00362643123828724,0.090297893819434
"ST3GAL6",0.0335465154619794,0.0540017155618342,0.725419550144858
"DCBLD2",0.281820448311517,0.853311187441067,0.979642747602254
"COL8A1",0.510166042181684,2.02137748939568,2.23361830476166
"CMSS1",0.0545584604987779,0.09937638127348,0.811833690150979
"FILIP1L",0.114669459810448,0.194911575738993,1.35888005817155
"TBC1D23",0.066454306876111,0.128293901479745,0.779313336671672
"NIT2",0.153681948097266,0.338424157560246,0.770760718166074
"TOMM70",0.159756385663966,0.329946484898215,0.937617808259824
"LNP1",0.00682699829245048,0.0108188807800386,0.237259708406032
"TMEM45A",0.0414260890343761,0.0712976077719173,1.1580448589842
"TFG",0.393559494857608,0.83757568685576,1.18083001074439
"ABI3BP",0.147395327643435,0.317525419983689,2.4712838927867
"SENP7",0.0295341933863291,0.0477233219997013,0.608404754513949
"TRMT10C",0.0655220672836672,0.114450236086301,0.8085636841576
"PCNP",0.432882639856635,1.09270985529448,1.1495234577649
"ZBTB11",0.135533718690903,0.235190865564254,1.1930957095469
"ZBTB11-AS1",0.00682699829245048,0.0108188807800386,0.227709309946481
"RPL24",2.82313043136143,57.7341648801404,0.739427170339829
"AC084198.2",0.0238433141320416,0.0361116248969153,0.456936247348555
"CEP97",0.0231980658764483,0.0352637748732673,0.570540159962812
"NXPE3",0.0361560793692046,0.0604071418019855,0.967075551432382
"NFKBIZ",0.308963003669761,1.30277473299346,1.31260945094514
"AC020651.2",0.0028409193833383,0.00407787310056147,0.101256027485722
"ALCAM",1.54774703636871,17.4261102221582,0.992925007637587
"CBLB",0.0722097297075472,0.119892365667081,0.860948318290585
"LINC00882",0.00378968489639098,0.00542971596403527,0.135508277114953
"DUBR",0.00473934801541631,0.00677783474248573,0.169069310899317
"BBX",0.115381067910286,0.227333459952223,1.5417793060566
"AC012020.1",0.0028409193833383,0.00407787310056147,0.101775002908298
"CD47",1.08776369322715,7.73226311405505,0.891720119853006
"LINC01215",0.00410613949348293,0.00587950267741024,0.146161893591786
"IFT57",0.404888671583278,1.45605310710758,0.9966994964244
"HHLA2",0.108142121170115,0.321901633673342,0.698054570164888
"MYH15",0.00537295585074538,0.00767451165866195,0.187336559406004
"CIP2A",0.0124775238712458,0.0219452054681154,0.455437611198599
"DZIP3",0.0222309558806666,0.0339888964336093,0.638614713162584
"TRAT1",0.00442269385600746,0.00632887560356039,0.158278595176282
"NECTIN3",0.0395632926697826,0.0760673331123711,0.701375018508046
"CD96",0.0394026676977526,0.0729366189694132,0.817452041955836
"ZBED2",0.0028409193833383,0.00407787310056147,0.101431440193779
"PLCXD2",0.010005626509962,0.0152567487661899,0.319721990808426
"PHLDB2",0.0912001484965788,0.163856430729328,1.64665645794086
"ABHD10",0.069598042411491,0.127552394772874,0.761376691528096
"C3orf52",0.0366738684564341,0.0621293242316694,0.658861673875163
"GCSAM",0.00220890729229084,0.00317457558878819,0.0792958535087998
"TBILA",0.0149251626007014,0.0209260475333937,0.427679244560488
"CD200",0.0186139967832224,0.0356014252487171,0.623300356880969
"BTLA",0.00315707487274586,0.00452890117561088,0.113268853449561
"ATG3",0.166822821621694,0.373698690901356,1.0090406173515
"SLC35A5",0.13604673626163,0.253755843192848,0.879857744652558
"CCDC80",0.794829046623147,5.80911622910737,6.11064072779749
"CD200R1",0.00854699354740008,0.0121330690060541,0.300974856874388
"GTPBP8",0.0234415630073523,0.0388413792190263,0.523343533392255
"NEPRO",0.0651610123414401,0.113172874923294,0.662694100336781
"BOC",0.0250558307414901,0.0409537630017119,0.727366422012195
"CFAP44",0.0284265428666977,0.0442375784178515,0.640983700757381
"SPICE1",0.0209428976647841,0.0322832654929179,0.479332424716659
"SIDT1",0.0764199591912429,0.130689729511429,0.954431811682499
"USF3",0.0822614827432351,0.138792097160551,1.16528701584532
"NAA50",0.174076166825791,0.376740027003755,1.02884057107912
"ATP6V1A",0.241871370262176,0.520410261757657,1.09192700417444
"GRAMD1C",0.00886494793295877,0.0125766489110569,0.298747653634546
"ZDHHC23",0.0178084831677716,0.024828888637858,0.431227030253905
"CCDC191",0.0206211367864995,0.0318558232896829,0.664156945152772
"QTRT2",0.0336263723702008,0.0540017155618342,0.624261200381624
"ZNF80",0.00189305062785561,0.00272230615206432,0.0676574610898198
"TIGIT",0.0158372091990067,0.0362258301709644,0.723140337368509
"ZBTB20",0.103128036907004,0.171873144422914,1.57395492503118
"LSAMP",0.0413703095704327,0.0722075258792877,1.1658264310186
"B4GALT4",0.0685298416962601,0.10882148846713,0.624790818770785
"ARHGAP31",0.123408162759365,0.211704716470924,1.23145220144085
"TMEM39A",0.148403918708007,0.26573994879797,1.07380016901911
"POGLUT1",0.0426035830406131,0.0769275967527635,0.897239896653144
"TIMMDC1",0.276429791829023,0.751342015416881,0.984425373034009
"CD80",0.0042912998123883,0.00723879371093073,0.173837201354758
"ADPRH",0.042572449041872,0.0693652214320267,0.841582476535226
"PLA1A",0.0318083389737629,0.0537650292692394,0.631620845347616
"POPDC2",0.00886494793295877,0.0125766489110569,0.273410696626891
"COX17",0.366435128727815,1.5748191439487,0.995575937975934
"MAATS1",0.00189305062785561,0.0059043299108992,0.148041737945797
"GSK3B",0.180896390507262,0.363551800574418,1.11583982494401
"AC092910.3",0.00378968489639098,0.00542971596403527,0.134989286771572
"GPR156",0.00442269385600746,0.00632887560356039,0.158819379841455
"LRRC58",0.179610053310767,0.323054858668905,1.17579438103756
"AC063952.4",0.00157729350896618,0.00226962292811564,0.0564654571759949
"FSTL1",0.800484175561571,3.50906752635099,2.94709092742174
"NDUFB4",0.597234765503976,3.69543687862091,0.837889784821037
"HGD",0.0175422103608867,0.0266487248525987,0.405173773422785
"RABL3",0.144496704385201,0.260156303986301,1.02606517751951
"GTF2E1",0.0362115795406017,0.0626333170714954,0.739663351384004
"POLQ",0.0060608485297664,0.0108362598434808,0.217131207868421
"HCLS1",0.143109354076736,0.304093059091712,1.04267773541972
"GOLGB1",0.436194352017182,0.905630857934014,1.41051024706221
"IQCB1",0.0445213361640595,0.0739628112869568,0.800585703822956
"EAF2",0.019147173084388,0.0288024873577658,0.448135826243467
"SLC15A2",0.150660895019244,0.327544863845381,0.745098182879323
"ILDR1",0.067742591863579,0.124471335096895,0.873889830894138
"CD86",0.0406025357582067,0.0700984523944006,0.89438044114259
"CASR",0.00905098579105391,0.0139297331362051,0.276884636349067
"CSTA",0.0470216254325722,0.0811440885736383,0.808536561180372
"CCDC58",0.0466603894937334,0.0763276052767803,0.629409576770419
"FAM162A",0.162692463162421,0.332267831229432,0.827499919501882
"WDR5B",0.0306982417568211,0.0502925268785836,0.592379045013281
"AC083798.2",0.0111475948013302,0.017930228025726,0.340160855446359
"KPNA1",0.142987492557542,0.269903475854065,0.969133487764975
"PARP9",0.246729333429167,0.536686582245799,1.14304450904154
"DTX3L",0.219570694102408,0.455985659789937,1.06051726674053
"PARP15",0.00936909906513761,0.0143724854667582,0.280780907998328
"PARP14",0.376442407604741,0.950102639921111,1.15746239053488
"HSPBAP1",0.0107747803560649,0.0152294388093521,0.362086204351854
"SLC49A4",0.0497966120902225,0.085173962356121,0.663453783939471
"LINC02035",0.0173546069830568,0.0253068128825204,0.522533335682995
"SEMA5B",0.00315707487274586,0.00452890117561088,0.11288726630814
"PDIA5",0.405545753592082,1.33454448854036,0.926867133570959
"SEC22A",0.0603064747345001,0.093373983790299,0.684670200138736
"ADCY5",0.00854699354740008,0.0121330690060541,0.301915424031513
"HACD2",0.239239490109949,0.494305667105693,1.04365356179272
"MYLK-AS1",0.00727617775604772,0.010354611513795,0.240553511649913
"MYLK",0.248380691205833,0.573127167986442,2.10389464458066
"CCDC14",0.0867311544352705,0.134945117331437,0.956037109140024
"KALRN",0.0735364740838365,0.124411749736521,0.783270513223911
"UMPS",0.0855105129891711,0.157573899294947,0.776172627566856
"ITGB5",0.48696439291854,1.42966630956827,1.6955473832632
"HEG1",0.15228950140488,0.321668257678547,2.2191193864379
"SLC12A8",0.00878700406686894,0.0157495693509458,0.299920536901602
"ZNF148",0.163930288060855,0.283501351635969,1.20158330095272
"SNX4",0.0994807825227087,0.185153231616158,0.896860336635587
"OSBPL11",0.0474574571961428,0.0699581785251879,0.666338217005305
"LINC02614",0.00378968489639098,0.00542971596403527,0.134678337205518
"AC092903.2",0.00410613949348293,0.00587950267741024,0.14776981170894
"ALG1L",0.0568312747645914,0.093617290678491,0.778631332018524
"SLC41A3",0.185926762336799,0.418591294496095,0.87173028300862
"ALDH1L1",0.0331101054205163,0.049129370989626,0.596940275274434
"KLF15",0.0368650343666246,0.0634447538193595,0.887115366450615
"ZXDC",0.0823194524825288,0.146761225323282,1.10925814166783
"CHST13",0.00378968489639098,0.00542971596403527,0.136646495766434
"TXNRD3",0.0348750009608398,0.056549403505026,0.621377450077143
"CHCHD6",0.0946389652498689,0.166250603612114,0.78594211674359
"PLXNA1",0.095192166377787,0.17822229560049,1.07181208254078
"TPRA1",0.178110379401968,0.355065852167895,0.89295950193528
"MCM2",0.0561967766966591,0.100365746528015,0.589405568851068
"PODXL2",0.191578670897241,0.537163678916015,0.752102010981771
"ABTB1",0.104960170300291,0.186274181208185,1.42080004300616
"MGLL",1.10986169192345,5.14487228664191,0.938841770608573
"KBTBD12",0.0208640206687463,0.0354400482310389,0.48814260378818
"SEC61A1",0.859913288856555,3.25326053988476,0.895987935857933
"RUVBL1",0.0553865550740487,0.0939168726292579,0.64635831999773
"EEFSEC",0.0519274803519463,0.0816509779240376,0.698365060245618
"GATA2",0.0402745789384702,0.066567192217821,0.944900464375031
"GATA2-AS1",0.0155897840420092,0.0312876934300106,0.496328417338501
"RPN1",0.899087596177684,3.90615181605003,0.972269264342528
"RAB7A",0.772053880123404,2.69934634032099,0.908984312459266
"ACAD9",0.114457653389511,0.201583480951927,0.881104450626544
"KIAA1257",0.00669528972857614,0.0117287988874089,0.271212382690208
"EFCC1",0.0209428976647841,0.0322832654929179,0.593590935005129
"RAB43",0.0762475595028358,0.150997165143723,0.660295859457982
"AC108673.2",0.00270973226031668,0.0049877912079318,0.124542206584706
"ISY1",0.114981847309812,0.197943808522445,0.930085460763441
"AC108673.3",0.00918300255677296,0.0130198150288348,0.308961596596705
"CNBP",0.539036619451458,2.14201839615243,1.02183807066218
"COPG1",0.421456171016765,1.28839107527163,0.966550201234691
"HMCES",0.0864479656186139,0.165633646859914,0.697718917102781
"H1FX",1.22614720114459,8.52880186667692,0.998934193863222
"H1FX-AS1",0.0113340535866615,0.0192800019530757,0.426041680420962
"MBD4",0.0866158607756238,0.165633646859914,0.831783401176037
"IFT122",0.0678817393742863,0.105906771255526,0.998635303747273
"PLXND1",0.560283095479545,1.66054468467553,1.03127668456253
"TMCC1",0.0857364160302456,0.150525447707433,0.795108215028855
"AC083799.1",0.0378459893389269,0.0615247810962134,0.541529524509467
"TMCC1-AS1",0.0028409193833383,0.00407787310056147,0.101493335421101
"LINC02021",0.00315707487274586,0.00452890117561088,0.112588153913667
"COL6A5",0.00664137046900826,0.00946290004431661,0.234465561675674
"COL6A6",0.0796514527447942,0.155735028867866,1.78647307470644
"PIK3R4",0.0437517748331178,0.0865816664949451,0.538055058043081
"ATP2C1",0.223263510128667,0.457382191673688,1.36212245136202
"ASTE1",0.0152451277669528,0.0213613516939001,0.412614833835537
"NEK11",0.0310784047770158,0.0529395237557315,0.613430979195943
"AC010210.1",0.00905098579105391,0.0139297331362051,0.238743408609852
"NUDT16",0.363567316482429,0.955681319286084,1.0627411525969
"AC107027.3",0.00587536196069349,0.00947945153330925,0.197797534007995
"MRPL3",0.193389189394733,0.514218349725513,0.843829612860075
"CPNE4",0.0171670381934996,0.0239644871252174,0.421178745858243
"ACPP",0.019147173084388,0.0319617528192358,0.44230890686531
"DNAJC13",0.165413795200754,0.302681630867865,1.11142991565563
"ACAD11",0.0390692191360811,0.0680915843540429,0.937182078787699
"ACKR4",0.00207780284623849,0.00408449369615852,0.102139528979488
"UBA5",0.0966586268521805,0.18562950071192,0.936367051825749
"NPHP3",0.112146260790687,0.177894576118437,1.31063631513332
"TMEM108",0.12965303799847,0.273766593384949,0.870856645202851
"CDV3",0.400737186330771,1.11912230764169,1.11904861529447
"TOPBP1",0.0546399408936458,0.0869304891254651,0.953606041613436
"TF",0.00252486353365411,0.00362643123828724,0.0908405634795773
"SRPRB",0.408344667783962,0.789387268015366,1.45109601601653
"RAB6B",0.0365136899350307,0.0683994420493059,0.61813202758826
"SLCO2A1",0.203111889826743,0.413424747207043,1.89483478310743
"RYK",0.178144956308466,0.327865135157392,1.05180218875613
"LINC02004",0.0028409193833383,0.00407787310056147,0.100825368305059
"AMOTL2",0.149619447352802,0.263523704421855,1.56761808119948
"ANAPC13",0.23045497943612,0.480620896006584,1.02434813885813
"CEP63",0.0626234091097955,0.10128642310323,0.933462455039924
"PPP2R3A",0.0438877958763646,0.06782841567906,0.677845665458399
"MSL2",0.136823454675135,0.22427184827581,1.57879097933248
"PCCB",0.0966270042376118,0.203940826771702,0.633525362618132
"STAG1",0.0683779904836097,0.119558439376655,0.746101833402926
"SLC35G2",0.01013776817381,0.0143468306588196,0.339560212570941
"NCK1-DT",0.015939775148045,0.0244846176668111,0.351816475572989
"AC096992.2",0.00981941264558239,0.0139049059027161,0.328442221568863
"NCK1",0.0859886608715526,0.164620695733565,0.885029943368705
"IL20RB",0.00542680716955601,0.00994206565065352,0.209080849559642
"CLDN18",0.0806289613816602,0.191360039988396,2.2926527317448
"DZIP1L",0.00664137046900826,0.00946290004431661,0.235721209039741
"DBR1",0.0546649360131006,0.090952500950676,0.766884207120276
"ARMC8",0.105308519890605,0.180500194273102,0.813498028558426
"MRAS",0.0316181053621314,0.0461567235665479,0.723915454499861
"ESYT3",0.128397600393298,0.25943879693847,0.831295525606571
"CEP70",0.207601532827916,0.405909543629933,1.15983140214599
"FAIM",0.0644644968137285,0.127012816231715,0.720539233222708
"PIK3CB",0.150433891034318,0.263380947829292,1.05449336473023
"MRPS22",0.0853048042426643,0.172575755130651,0.802319148793775
"AC024933.1",0.0039747868600768,0.00678942078478057,0.155797995758969
"COPB2",0.324409745345654,1.05585382718011,0.970526397079974
"AC046134.2",0.00664137046900826,0.00946290004431661,0.22842247507413
"RBP1",0.0754801119963766,0.158276510002686,0.909479427590084
"NMNAT3",0.0163930201285849,0.0240083485710479,0.388348259237098
"CLSTN2",0.00378968489639098,0.00542971596403527,0.135607858564274
"SLC25A36",0.250095119753337,0.506106878757449,1.01646017993274
"PXYLP1",0.0397860412607818,0.069296946539932,0.916628972117963
"ZBTB38",0.276281824773307,0.609144035608876,1.21566934485838
"RASA2",0.0531168478127317,0.0872168298850375,0.81348651786324
"RNF7",0.331020523520962,0.973051279409406,0.894154408159234
"ATP1B3",0.732420545780632,1.74628843204022,1.44862111388254
"TFDP2",0.11511389408327,0.198547524083451,1.25410392661637
"GK5",0.0613096071327206,0.0976024754406939,0.915379240873542
"XRN1",0.0885618534811132,0.137894592669924,0.948307457752588
"ATR",0.0720694680698364,0.123890791620478,0.917809667099653
"PLS1",0.164139538880205,0.370531977269838,0.846287100887791
"TRPC1",0.00950115745044377,0.0134625673593879,0.323265976279593
"PCOLCE2",0.0044764942754365,0.0385802794801674,0.668659093121315
"U2SURP",0.245095958171488,0.461678958216177,1.30376177948672
"AC026304.1",0.00537295585074538,0.00767451165866195,0.186945776363658
"CHST2",0.0364827377913373,0.0576773874798745,0.771482165497835
"SLC9A9",0.0409305959695647,0.0704985846407974,0.911607872692818
"DIPK2A",0.0301532028821436,0.052608080188654,0.65141825373283
"PLOD2",0.0412340822064787,0.0699883849925992,0.789950993932572
"PLSCR4",0.11513459512729,0.215518179534829,1.92599703479214
"PLSCR1",0.276386894050777,0.570442102684614,1.12780743984973
"AGTR1",0.00505610200317164,0.00722638009418625,0.181092464149843
